,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
255,U7IGDQEcE4VBfjZZfUC36BXlSMkYqeN7pxZ-ZOTXfUe1IQ,zXBGhdot7h8Gvhj7WI6jnnLQ75aWkH4p3BTn7xdrDrrzJ6k,S2Ue93Q6SriCSk1avxv6sk8BpLsldyk2kPSgLxU-W-NJI5DuVQiFPi7h_dqIUCY7uFz91x6N_qLFSg,Yuüji,3592,1616602088000,490
256,uJD9kO9Yh0HciK3nolg8MBQxUCQ4XNS2I66wHi1T7iILvw,02wLur-XQ1YsJz774f6mtDtVnvJZHE94HHdW-ceGbTglsn0,OS4Fr4TrndJ6R5A_zm5et1qw8YTFad5MW3mFTOR0Kzyy8TmheHUzQH-4LkYawfy4Wk00z9YUtUMYLQ,gubi1,4490,1616505059000,285
257,Yl6h2Zda0qxWMPIIfH7N63PxX2CzSPjsKGjTgVrVziF4,ZVohccB6dJD0tiRMUcZePVb3HTroeSnFp8jqPUg12zk,DRTF7cfACOfrgdMHb4Zmz_ArE045x2ax5GbdtRkgzGAwOBxHoPWA3k65dFclunZS-FJ9Aae79d1iZg,Titeito,2076,1616706107000,584
258,AF3KLtWDo_1pLuGqxep_hQLoCE1dDo2y-2uVicqnKytH,aqC_PwfkG82A0JEdDyQhTN2fDqBYueaAVry2CJ-SB8k,_0U0emIkYMZ90GLBaMD3_LVDbExKops0SpWc4rq-ZWNNcBSFqTh7k3kBpLFus4dXKVmiBmHF_F4Cwg,Dikih,502,1616750778003,406
259,8D0ieeMFys8gSGceXP5donxdq3M2GI67TdKnwitxszCFDiE,oS6S1v5ImfXeJ4QMBgqMGPCHcsMk9UQhOR4yvUhrt0MsP0M,kY2yJlyO36o8XGZ9_h52EKBELLAMB08B_a2rY8R8T0J09JN5e55U_jFfVMUdBM9Lqq1zVNLQBMMQ5Q,MaiKindred,4804,1616439938000,352
260,cqNV_dg4Ciu4TAsnN2stMx06bzgnbF9-mojItIP2YcAGD1s,dpTXGg404vQ0YgVaNCg19MmIOnapQL8SItgokVTOv1x8rdQ,uaaxzEiOXwkDgJS7nMZnEMMxw-7npGd13xGnc1tlLdHZV9MkY4UEjiKCtpSsZLs7xz4MfFtheLlIog,s11 boom,4878,1616434413000,503
261,K4LyYTOouzmu2tYgw8OxJXH8Zso6CQyoSJoHwwNvqbX4ow,y6IWs4rGSKTjVtW99o5xOdXSbpJWQGJ0S8LoYWjaplxsLh8,6oODtg7MWHIf7CCatCVUrEUIk65fKb-zlvZXMKO2ETMcgjdQ4DV9gxDdNtQVSnmXjLeEGPKSANrf2A,Alvinho pokemon,984,1616780892000,300
262,C8oWtdFKGmBOKJsDMRZxExVHROUNK-l5jbMVr9F_qhu9wek,YT4Ko96jJpk9SSK-NQ_DpsZenqXEz7yjS7SPL2tb41y_qbYQ_uF8OYb8,ur3gIO1NPzV3vJZQsvanOs4dZjS69wcN4qUR3uVSR-x5oy_XOtIJIPk25nnBnNL4VRoxV5_HtakTOw,FarCIaus,4226,1616675220000,128
263,hQ2wuRMuuBbOADHz5EfLfC5OkcD2T-cKm2XuW61pWJu2uyQ,supCIrgiTmzTbWOg48gltUM9FRLbqPFIMp-2cAdEoppdBHDVzwgEHchN,K0IR1j4XsVd3RsBnoXbI64q8xPF8YDe4zQ7Z_Bb2-ACWSSIkT-bD-9dZ5DTg6Sun4S5CAxFAERKilQ,Korean High,4657,1616717041000,61
264,XDmBtIBCr_eyIoXOU-nQGew9wQf1xoaC_uPdmRHgNSzEYw,qaqI-FhA8HVLje2VqWiPPuoL5IMHaP15imvFj-pD00Isby4,jJO75SE0iGx4BTapuR9Ezb4rGFFumekHme3PJ3iSdyeFiCn48ZJZx4mJ5rgTQNoKMTLrpO7MNkLZlA,Crazyness,1625,1616596578000,377
265,xnDDYvq1ObpR6OULJ6uWoOFuiU9nUK395WM9H3TFo2tSpoM79Cdp58phQg,GVBNAK5quE5EpFwOMufn86tcigth-s1n-Xiekp3rfcleDbBf2gHYIbAY,_SvZFuk-Jt4aNjvjCMcRnonXRjvv5rLrcbtVAS7jvEwT_RNJdvSOE-bCWXGhFFttrvlch5nTveQHOw,Rensga Esports,29,1615226582000,48
266,w19Y5wk28lDbn6q45HH1LfwMMP9lVmUnAeFT4xNuevHY-4bIXsBGcB0uQA,APKbfsTE8qzNF5J9NVzJTQiLK7Fv1i9Mb3L53scUpEhkTNDfEpCsVtPf,s2BuulUCbQ1ERrYtFAlpwY6KTz6B-dpOEq3BsRE1GaEyajBRylmUMdcdsqjTAjWwHbMOgcgUeF743w,egoist,1109,1616754804000,78
267,IqkpAovd7LNA4uwji-27WzFR5apQqvi_Wp3kmHhqe0Cg-w,h5BDdkkVKTKbREykTh7R5mqHut7EIoWc4EzgAMWcQr-t_6c,_oICWNms_S0fwacc_lxQCDgVwxxLmuCXkANhZlWXbEMNb6d8tjP3FRr_pat_r23-0tbplO8gpNJYxw,FA VISÃO,3556,1615837271000,845
268,tAeaMwNz2Vx8r-8hQyN6_luAKGjXD8RkllcvPKCHxdGgDg,YBmXy6RFR9cmq1XF33D0e9Qz7uVMh9Dka7r1gP2uZxXk6ug,Ok2fPT_5FKm6MIxRBO7v_fFxHBAI_DQZbwoIB2WeFsTp0lec2KiCsWAHgwwJ1A9_tas6aKxPLrwnNQ,twtv dimilol3,23,1615897138000,93
269,YRTFYaCLxBo9GiEs2lDRQGynsJ2HYla7tTFY3qsy0NlQGA,BvA4XrgRADbLJEzY5AMzQOBZu51hc1WA1NSkRyKMn8hdCU0,M4t6PNNuE0OdAEOUZIqmP9_wXS6SG_UomxXoFdz_G4Ds8rIF6rWz6QRosfJeeA79sSewtj0P2nnjZw,Tirano e Botando,0,1616338863000,265
270,a8XdzYuZn5daRlOZv9R5rz24Gc_o5e_jgRXWKpL3QVRXVw,m3_79ezuGRR240Be_yDR2euawWYt4pxnoLPOTowkJ8UX0bQ,o1f1qj1x3j6A21CQMI5UutWvpEfSyJLuv95JhUZTjU858O2LzYfk_fzwJI1DUkpKz_JBGRxKdtbsdg,João Bigode,3499,1616533310000,427
271,zz6Ab1ZNqenEdlFZRY125LKlB-FIxI67CDaSaJw7JEMNig,rNP1po9PETErEIAkxLiIzavmOAsvvaFfMQ-AxARLL4itoZQ,0BFlpp8f7pfdN3IZUughU_dK02IDUrs2d87Xc2JPeUu1r-o-Q01RYXM-Y1hHayp8_aJtGHphr5tBtQ,FLA Bounty,4244,1615836585000,607
272,nixoopANIf-KIrmk68-hToDzrZfEw0AFifD6zUh3wOI6Ow,-l0MnKEliB-rFUGK1Uwe6t365OTswDnLTJutAdR1uA0oTA4,f0zK3cVkWM-FD9CVLOtz59oq4J2VE8F7-mzNq1zzUM7ps9bNU3EVMPlrIGdds4abRTbAakKD9_9xnA,Oxy FA,4031,1616498735000,351
273,3B2FjlEyYMyHzTtxIJRWbm4mDHN2VzXuplEVg5_D8J4OAg,fUsdo7ldH8gTxiXXoEWgHF3b-Aj9fO1raKiqcEqrcPgXaQE,Nt9dMpUI6Xo2skJdBfcaodUtgovccdYqbmOTznxyNTX7f7z4J0lrqnlLlx5bNmGEjkoTjnkB9sBUxA,jonny lek daora,4550,1615821176000,345
274,neNeUQQxYn3-ijweSZLql4rahu0rACX2AYNkY2hEq5Dz_g,GP2DkHQ2rloqWPf9PQfk0us30hkxD8ot-RuI_qfGJXdUzK0,FqShL89L526xEVGvpnmj7lgExYwGigIhFg2fkPjz3I1zN79wNZUngwgW-YObCjGEryeV4a_BxUk_Ow,Estilo,4791,1616252102000,419
275,6KgtOr80dm00Et-fv4mDe_veRXr3QbW53GBnOm_bpY2W8g,_Y9Ajpl7oX0EJuWhYLFYjLNV2UxxBWodzrUqADbsRvvT5H4,Ea3WLjvLTHX4DU_YmZmrWa1eEzBaPDpyIit94UGuR67LA7EnIjpcgO-nneGzjY9QbJnkxywv_pSjRw,Momochi,661,1616786526543,408
276,mSvrS7Tbmb9X2BRvexxkRf_Jcu4k8ASw8pxq42uQa3_bwQ,XjaIWXxROQstWTYOfCStUjjphtX7d16usmdM2e8TcooNE9g,BcTIONz5hkwowQXNbc6NPcRHckmH9nlk2UX_IvPYfsaJc7780FVhqVBI1HUYpJ8LubGStv5m70Y9qA,GLX 2däN,4783,1616633025161,202
277,SBpUkSaTcVwSb_S2TV3S9lPatfJkuxkM3W4KKsOVyvEYGQ,VvGQBxvY5548B2sRJDYHtTRfwSRFC6iriYoXXkXwEHYLts0,4TyNha1A1Isdsx7L61Ve5zpGSXLUgXNXR2KT8HfUdv8M4znORfRBoqedHf3XFxIYtqiP8lCYlxpb8g,Hynashi,654,1616869338016,532
278,X4Mu5gxMW1dqvoJpviTWrOmwpQLB23kwO19qmb0PngW1,t1IeS5tp6Bet1-zq8GsLixKtvWvAgbGDFBWwr52-lNk,W1xX_QJvwHjpMGR5HSkVWUJCtViQaMTB6svUkEy4JuPAy7brbGAlSSGOKLTw9vdSO0-Gf3cHzh6BFg,MiIo,898,1616225276000,437
279,dov9EJnQIVyDpH4XaXhTqru29cqMDhWzVt93Y4A4bb1wYw,MUNyG-s4kVu7F1hs9wFT4bmwmDsVYLhpGdHV4kGFhjd9kJg,PAxT9BCGOUTkpAUlI-jOkWy3vt-fXJW2VSVkxHlN7FzyaeaT5XTw5vZyMDKzbbjZ6ViJUC9j9FIsRw,Oldust FA,3536,1616712608442,444
280,ItYnbSiVCKPp7sAvFC_kEYMPwH5A2eQAMjblJQ4XVh3l4Q,QZl1MqNQpvAN2cd_zvP1R520EokAm1KqSSwpijPGG1Rynj0,28EUG9fd9EeIpXeCe4dpYjBhP8IfmoHqDZUPagFpPeuwYBXFMJFsI8rFrDdz9oUfWBEvC3L8tjeaOg,Tepeu,3025,1616678390000,539
281,wPi__eJYj9YgLUbesnEjw7BdRDRdaASR13sdZcT66AS4XFg,KyZslwwxcuP3mpuQXnyPXdcXhp4SDbSz5ivA-SZLLoTD2KUbw0xqAKfa,qxLpWGzNLOUzdPdTkOx_cG2UUEwsqlt_XXUTE330xRgnsGrfb3lcQlS5Lfihr1JwmEZBYidh8Zg2yA,furube yurayura,4,1616222983000,61
282,CYncFFoUnQyyZCPLKAtSX3LrRj-BKGsiNb65ljSY8enYJg,SVjPlMojVehgvc7Fz5aQKpwiqVRmMJL0ahQKIQbP-MXA51M,K-NOfyYJl7oPh_TJuVv8JJd7CaEeiCXeMs_M18S_zz7tW1Q7HNkUnx1ZxKAJEq1chlqFDNR63aVLTA,Abowt,4294,1615587577000,219
283,LhDY0b0-T-dfCsY1nogtbt4d_Oe1V3t0ESyRldjffOBamV0,0mVdrhIdvralcTQHxsbdNi5NZM-DVl48lyYzhRGocDoH0c8,Elaz4VUcgZIkqIn8Uw4coBkL4XWp_Rw54mXz2GTGGrjGTQ4h5ZUIDAO7JYUI0AP1GxtKBjjthXeDyw,Kutcha,7,1616174187000,230
284,9aLoLuaek1I4c_Uhtg-CcJFL2I3ztWHMK_HW38mbrUrvPQ,Ne8w4sROt2iY-s19tHcq1sb8OkpKomI1CKPhqlYxPGT3GPk,5OOIzRYbxuf4WZVEo-eCofVoDv1NK7HkWKeSCBDjlVXgFDx3-MRjSc9C3u9ojSRQBAAn4_9_JYEe3A,vatten,7,1616315785000,388
285,gGiZWkjXlvtYVPIfFoIXNzOUABNm4Khai_dYROPFXiZIui8,Lv8XRd_hmrXgeGlSP4YPWRnvoXfNjGRECx416ergxGJIDnI,NTh_nQgR_yRKbsK2AORA_xZ1VyIVOdu1tRXByEfFDFGFWL362KCcoBnowhTp8gT0v3K47xD_b7l-Xg,Rammus Mãozinha,3897,1616625764000,239
286,y2fAjoozHbvw0WbsC7nr93QuEF_xl4T2OJ8HM7T-pheQEI8,hBG4bg4rOLk0CJjnTMStCfGy3SyZO7gfYHlreh73RtZUMfkLYtrRXX1t,Q_lxvyrTSlPtQNXpQsk9AMxFN1lvkzzBR578_ZeTzQIGHpRIoMHhnGxAZZulXQmTUCUWnvwTE5INgQ,Älïne,7,1616781874004,150
287,4u6J1XjJF4CNOxDS5OEJxG-xxZ4IaCel6OJNj5-QNVl3k2w,bJm5fpz87DF4k-TD5phKYqoGYrcS7vffhKnWgm8VcNhvrqK788vj2tbm,0hJY9NtJK79KjNeJMPdGdvf4lZXmnkqvTlPya4YmuwvW5b6a-iUsvVAlnI0P9rfejbIouxaHgm2LpA,Guangzhou CN AD,7,1616694521000,96
288,N3ms90G0WJ7L04Sckoe3rgouwv9UyvI-rPWX9pSus3bWqPA,hKfD3hvtfDcmeClB2P5h69KnEN2NPhU3i5FNy7IY_DJs8eOSxsV81Qni,oHxK096T5YGniKLHE-vh4iXvtwKqGJ5NEekYeDwL3si83_-yHJWktDFiuChUdmjaGH-IGU1moCXrrw,kkoma05,6,1616866852007,104
289,f8qm340Fp2UFrNmpaKfHAEpWvgETBziba6ng2KhMjXQt,7YysxkNueIK8Qq4oF0UaI8H1MVYhKT19kfEIC3abf0Y,_Q2qbPA7iL5zrtY8FR0-Bh4VyKTKFXzT85KTXI4GtIbPAFoCMydNAy8G4KoN7BJ8cNJOtGi3sCtUXw,Lynter,4847,1616700803000,476
290,ID0_WRPdMAVPDCNTt-q4hjfVmwgtD_31syIQuxFlKsQjcA,PFkkQQpis0e1oZcA_WZx5taf1WeGUFRLmcuNpSrktlz2UTw,LqsYGbDPG42sCrGwjRQbmB8QLWPuYTJ2W8y47Hrvn_23b0PS2qXaBIXa39eb8IwlTFL0rI2Xgz5n-w,Brucer,4027,1616752140000,244
291,VGs1DPUGtueTYlMB7H7UE2B7mN6R36kPA2JZdwsHz_xB2GY,A8iaXXvVGzEyA3J4sn4bBY2iohmj0kC1zKLFR_KFuX-hJlvXKlttSm6o,F_B8IcObtJKNVoqjWVRflC6Rxt917WcT08XU4bEhkLNdB3QVXfuuaKv7EYewWlKDG67rGRmFT4oNrg,xsxwv,4862,1616701364000,52
292,HetpkUWFZc3ydYuOlWm69Flb41LLutoAGnQ3MITDfPaD,B-41HHNFhjMucv5AlM3fblLlLQMWnoKG4yVDTbQ-Qpc,yZ5SnsUbEO5u2yL8GzBPAsi0_z66fBmd31M_yyS0YO-9NQSotlEic69yDHPn3ctNSTpVzT1nc-8SXg,Dj LüzAzul,1211,1616511373000,71
293,mkJFtP0pfUhFTa8PT9SBxJD9QmDkQgE6SLHQuaVUGzvWE0M,WNvmWukM4Qd3rJei3rSXcQQtdTn0AZHfokeLLvAJXhBAZ1Y,45a2lQXMhszS-rjUIEjlr0iy5oCxV3pUU6myAN7l4ZxN3C7T3teVFUOcKNWkqm3SuXlnVLQXFiVF1A,LOUD KID TRUNKS,7,1616492653000,159
294,fKDxuwpa5I0j-6shUCAh3I9wojRYSS4t2hVQx3fYC_IA6Q,YhSj20BRt_q_jZmLssHYRyTFjloiIZ3JO1gacqJndaiDZFI,jBzLt6dDq7zt70s_kWlZgGvfsUqiP3GKAK74W33BqLO2W5i_Dd--HeCs8gcI4HAsYsGhAowbuJHfQA,Heïr,936,1616595606000,401
295,RR-6IG_kVU0bFGTvQabqEvIoYHqOMikQHQ4FkcAaeowQYfE,cOOtYhI0P-2ObVuulBmoBPxBvmIF8VrhHlOB2RF5OH-kKOM,IpkyOBZUx-cmdfPZVsdqtTk7lXBVKdvVlyYmzS5xqpIDQ891OBdPHN2rjxAtneH7omLSUC2dK0oPxw,Drogolhus,982,1616734401000,203
296,xfC85JK-XUxY4d9MjWb2DkaETOB27IsOTnyrLqE2TOJk2Q,PYC0P9_HEdj-d1PESClmoTkLMLp93mnImZweiU8HhNkKeFA,ihvgpbr8WW7ktKERAdjDgDF5f5Awj9xC2wSbMNz_is9DzaeLFUpZ3qx3hGEW1qXv-nNmt9DRLDQOkw,GuiKisT,4869,1616796318320,291
297,PVLMJItDVqlbiq32Sf6ml8_g7p-YRmT33GBAEJGAjmqU_2c,8va4yVXVJvE2s8jRnVP_88xdbgk0BK3W5Ghn6M2VQ830fnk,e2otH3ZJ4hZPh5_gXXV9EB85o8Gznh67yTkXfpTwumfTzCY9VqEV2quKk68OTcdMEjRrBh7sed1OlQ,Apenas SplitPush,4079,1616794014846,390
298,zWCznIbntNkJoWUM5t1EolznUmLF2r8Cny1kidkScpDOSw,PlcAKzyTCtkoOCF5ntDSg8SwHoyfg9MBuBO_68UWDqUJ2Dg,BchMI5Lg3Cd-4jzRJ_Y4ZOENtKyJ0PNH6hw979GKoIa--Kh7qwHXLd_IZ9izmaU6pcYP_ZVaYsge6g,Seryu Ubiquitous,4898,1615382833000,706
299,LWTfzQaI3JQGFpVe1dcLjjeHjql8euWCkoAOxudJvPQluA,DhL5KJEYXzW0Klb_A8hDRxf53_vKjZeJW1C9-zXKLri6,fswqf3X2j5aCLQ0POlHg50JrMCmBdAgq5yDPin4xG_iuNpafyNddIbPzDrTwivqySpIjWbKSwaGi6w,polo capalot,23,1616667441000,477
300,LUCcHl-4nXPZ9Y0pdFsUoPUewX-KiA0rsT_lvIl5wYYuCD4,f9FkXBidTazz5lvGutxgAxwv5JMl9QqF2pbqT7arzjUgvrPZUHcG9e_5,9d1xgfFRc6__srTlrEjqiMigEVep6n5jeW0tTz24LIgecOsgqTbnkCJMh9GzlDjgpYAg5iBm-QfDdg,Emily Saeko,4658,1616088148000,181
301,1UF7zWk18j1h_FoPFD-IzhCtQj6WrAxGz-cL28g3VpxzCA,IjtNdHqdTi9qYPx_KNUaqZba0OoTwhraCzUdufDFFOA6,yrnVSqkl_v5kPu-2Bd2lnctqw4HmmT9uj5QgeX7vwmkwj48fxOb8Yefof7Jkkt9ci8SSakeNDJHBrA,Tecelã De PDL,4027,1616629857189,201
302,Yn36vhty6HiAjRI7WD-5YRv6V21QsZja2N3M0Vy2wv6yt88,OKnveYemImRq_HDg9pmVwLJenfJGD6e8iWjsjMzJsj8Jq_0,I14maJzjhN3R4k0DPZjC7KsZkxc5_qwPxXOdQiavfawj-bpheuxScO9PFof7YNKvY_YxTC-L06LL-Q,Dialguer,1439,1616737790052,361
303,0DDuNIp6XNzSxHcsr16Ri9ypI7uue-Kd5w6vWjuWLxWg,Thf7gJaxp241l1SWmkVKpJTehQbUlkXGYxqKljV7b8o,8ZcIUIT6xZYe5pHl990eH31tXCLc-dXXqtGAmeabq-9L3DcwLh7xji2rpejEUNQKIub74UAYAQo4pA,vTi,4619,1616607846000,295
304,ILbSF6ZDIgdlieJx_odBKY2nfa0Z2tLwwun_wuGLhlOK0XhuLlQBZgexEA,WDRPFKmpseGpjP6ulI-LHgte5b4rNsBEDQL-D6lb0E3ONhui_hiToUS6,9nK9wxVOxuEF3M54RYVSFAyZs9lpZlwwtR8xz6HXZTejb5yTpHKPxPSRINr9B0TrkYUkjy5RpH5bKw,pagode lover,27,1616303719000,41
305,FAMheuQJ7kdFUjZabmH4eDJ_pgSj19LmLS-gR3Y3CmAU8O4,HjSTEI61XOS3ypJ5Wsj2Ctqk93PYL4TNrJaFjU9kyZlSZZwwevyaa1ke,vA7LshfzG3Nv_3j-hPDGYPTWWujnqSUx12AKbbjGmZAO6k-uYBBe8ospuHeolCNknz9-y9l7GXiv0Q,xypherz,6,1616516924000,198
306,sN9rJ-0-rKinFENKLo4IRuCqHzSvGTsLXkwd_ytTiyfs,fi25adhAGOTo3AGxtHq5Sc3B4lrW5yV6rv5hJW95uTA,DMjqjHuiejm331Bkh5XhO3FWyDwAZPZuyunX2W7vym0S1qboZGWyNncfNhNo3gaMNbvC3ur3KV4nGQ,Chifre,575,1616780892000,211
307,LjVO0Q5j-O4xhc7yBITsOpbDCRF7hdDyfTkGYsePgE5zfw,d8mMa5hBkxoi8WPAN75FdF4dOICpgz9u7sONxARWxEe8,MaWeoB8hGNXo66Q-nJC2gbpg6vNHqbBUjLF9lU9xp95kMGTdzLYulwa7yn-_lpidgryoI_pdoK7oHA,Kick a boo,7,1616858575322,391
308,nMYJeZ6FMFsQ_5ARsPfoz0magv8WdiFAW9xFYY0dPiUVJw,0lorbcX7NwFl9zRckFY9D1SwSvi1QCN_zce70tZP3xh1aFs,0jytmshX2NmiKAboG9TgUYFSh1uqduaSjcdPy6-lJCPZ0Gp511vySzt0fXA7f_nh3AZAtzUQRqYl7g,Ayann,4897,1616821884406,535
309,fJhz4vPX-MlrKB6Q5y_Rl4Z-UHkI_JINnQLlJiJwu-Aa,jqaj3T8YxH_FoYAeoVyaRLHP2gs5jAaX1fVWJyXnCUA,deLLoxBPlUGq2DSDYenQZcYElvD6nuFTSRX-02GKQllq5TWMJ4b7T6x_ykegITbDBTMOQ6Hfa6vboQ,Elicit,7,1616844348000,239
310,FWIh2JUfUFLpT6u701LZ4dxcI97JHSWBiiqy0B0yU57tWsA,JOjsLRR0U1iCGeQH5JEIaf7X5wg4wxWgfDKKdw7U7aD4PEA,UsPoVOtIKeK8jgZ7SRbAod9ZAr7jz83Y9SpyHyzC58rF2XaHzpNrCIREZp5jVoWk7TPDdis6afZ2dQ,Tar2an,8,1616695214000,228
311,MP2rjA4gGeWAJLFprrSRNM7eKIs4-rSRF5cWNo1z0BIjHg,THYeMGzIvOp9CBUrfs8nEg_4MgRvmoAK7GdMzhL66KRSmc8,TVgIIQUHAPlOPDlo918Y3wJImxwkJ7ztn4cljhOfKcraH2CtEqIUv2bJqUxj_jk3DOfWkx8S7yfotA,Alyssa Barden,4022,1616742528535,442
312,7pseeAQwnxjkYACxl6w2-eUVtpFpm4ScUSqNX6jGVwCshA,fhIYQJxQAdfbofn_DppIsOgqEDkJDm4ozHte4263h-RphKU,4sBA5VK7SDdvFe0h5wCd-0nK9f10tuJOLLIjzq-6Lq6HR0-LoJwljoVUWcYvt50Bs3hJdz49NfWMEw,Shaco,4762,1616792464000,316
313,5Ao5DtPV_xhz9-UlzTXrcoNx-kw8T-ZCsKSR35NSpHKE,lrPWe6XZqzeNsx_WS-rG7yER9EJ4pluI8rUg5WhtM9w,SiFLGkKw-vGZUu9likrCOdzrz0I7YYmI3IY4qsz371-XFUQ5F4nxEuPiUvQY3PMLv15meWl8OpI0Dw,Leonardo Filho,4404,1616844780316,176
314,1lyKZkGpIz1de8JPuNnMgtw0q0dIp1CrmdJNObs-zvd4oog,2y_heL4KlXmVqV-FlPBG2WU0VJVu-3PpmdmO3o3-jMVnhBTzFCxESnmY,SiGQqcbbJWj1qw0I6ks2UNTy5FUwmkr2Nfflpy2yMgDAFRRosiKWCXpkrkJIt418UMqmMxgvGgaLnA,ayayayaa,939,1614880632000,185
315,5HrjQ1cmJt9XlJFeUPYwo4J-X7F3k8S6XTp265kZ4mILjg,mebgDQaPCgapCc6-Q8xMl_mHWz1t2Kf1HHk1XlKlZS1rdvw,rWF9M-f0qjS9HD9jsTbLabjh_suA2hfEin5OIScNfmxZypGXhdz6S2E35vs5kYnRvKyExJjbPAsx5Q,tyrin 237,3150,1616362882000,380
316,8XtnOQKUheYSyXSf3Osb6l_SLEntFPAu6dH2u0O2UU11yw,dm-cK3s2IT5e15Ag_8595Pj9sP2DOfIFVIeFDBtCsoe9vCA,JCTcEABv22oEtVXSSPvmZTALP4WoQ3ydqP5Ud7norDfWg9cIVU41qdksER4llfZrvhw78_xGcPJ17w,1 minuti PLIS,4878,1616598781000,454
317,aUkZwnIhOoydb8s30gAXER0eB5mOEU1E4rgwB4f-4U6ekEg,FpCifCqvYctU1m1BKOoE5mToY0w76I6xPi95uTZ5okWMfFc,KGx03UK5x41GytmXL7njkV3izy2F3vhkS9zBUHs2ndRqJwX5HL049mS-vIFZNjKItZ5Qzxd8C4ul1g,PEOPINTO,4363,1616439246000,157
318,hqH0GrA06pch0_SwEWYbo0xiQYhSSSZjDfusBbbft0cwsxE,rH9qlhXt1qunw4HGETlnROTIcfUqxNehLqbJF5596cPbub0H3_05_Jj5,F9xUDYRsFiAjkcmkk5odN3fFeljJIYtPjPO3j0xOK-WzcRPvX7x6mlSbn1vq7719XzlZ6UYLP8y4LQ,Diego ForIán,677,1616701628000,111
319,-sm5bR6i_Prdo5UBwRJ2DSShKqRi_WfEDvPRp9kc_-QiJ6U,9Q6N0vUWAP53vS3xqzJpTkLfLEZaNLoqNciM-oWe2nwOL7tiSK6sMvf5,HSPRbsDJKztxxzZrpeHgfdR5YHuj72yBkwSsdWngFwE8Djz_feHiH20BY_B6REA7HtImzV4r8Tv77Q,NEJlRE HADO,1599,1616499847000,88
320,mc1As6-mVQXmkZSgNQcygaO0lODw6zLD4Z1_hBwOy6N9skQ,JuPgWpwXoX_bSY8_zCvZ_8O5FXDYw4OuhCBxhYIoe2NiLZk,Uq_fjuu3X5Ne_rx-x3oLTfuoLiMtmxyvx7GukSxZIu9sabcL3GUW-1-PHPemMt7_UDSE4RkzRcVR7g,Lokkiz,1447,1616668354000,373
321,uv4-fLF6O3VqN79zXoYo0Qc9v0XUPDXmHH_7mstCJPv8BtWSMMGOxgZCEg,TBQ4hM052wLish4J3FopCHBUsALvQWAXIIvuZhxn65TwbinBHKRof9Tw,sM6YxWiUlY9zwx_-hbGS4XT4Z_L8zG_NbA2RW-92POu2lAHQ2C1NYenfSXRFL_wakpdhNGK5ZoWT2w,19745,7,1615136207000,45
322,t1ZIsrmo67zRmVrZ85hRh4mPOanSkR515lnm8A0HgynlrRI,bWN50UQRKikOqk-B9IJfM4jTAf_jADLcRkgEKSaOD9xFLKgambvE-icS,QnP8tWcVAbV4Epin7CEndD371S5sAjgjqa82HeQpiHdemd5N6HzWh6Av4mbZIal6w6wf-kfivu0HqA,shui di si chuan,11,1616321374000,137
323,oaZoHFubfwJX7kGFYF9rnha2_xOG60M1nOCXG2sRITZ1Des,zQcBwXunvWHB3-YsL9jVwxxQrAk9NVdL_kjrbIUPMdNBDtAFhF07XXXY,O02R2xMCbQjYkYsMf8x7bozSlvO7EqIS3ozWstF8uiBPzTBxwdkbEj8L44UPBqUIRh4BB5I49aH1pg,7zx,3184,1616742027000,46
324,MJnG8FtfsQiJRuU5eGaH0dAcHYvla8gxALLjQPlNTmh1XM8,uLUUcJoxJy16hriUePm_NaTCbEsEfz9u_yqmZ6AyAxfYW4vwNx4SVLo3,AMIQEN33CIAjpa1M4XjPd4cWdVA37gbGyTyoh6QtfzjNclKbobO514_wCpQBMVY80gZCZQ4O_L4-4A,säd clöwn,7,1615897776000,72
325,26OeS245eZhNsnIpUuhq3Hh-DEPOPKtXBpoXDxyr1772wQ,GQuK0fXv8YRCi1Ijvx0ZC0fTMOsZpPXBY0fDYPwLJdop,b-bEfhvwNlCxTjohHRO3S_R6n9SHq3asPNlooy11OJ8n-3gr_T3yikl4i5QuVyhgaxP_bNCEfXgJlA,Nami MoIhadinha,4898,1616765457070,488
326,c59TjXa3nO3wKEbnNdPFLikIpCIlq5KmIw_Hq90F3SlkvA,_foDP3AV1AqU3DEtIBb0OjN3riXp_cqHTtFULe-OZARSux4,6jfge7zSLURC8nYV_Dmz8RB4cdobrXrnZab4jB-cOeiS8Dclw5G3gEZHvuy9rAA1S-ZfQLeqfHE9LQ,twtv xanad0,1639,1616035328918,359
327,fuG7ETp_-WS-CvPzBorvmn_xEbvlEhk7hRG53p0GQ4ySQ9E,bYYxlCKFVW6OrcbEAxnnJRM2mTNSws44RAw3CawuOrrY5I0,tu1BWPA8Lv_5iLoFTqx8h_gztI4_IBVaekf-k8mTn9RHAmRlQ1s9mxRF1fKVzRZnTTPrAVbnG8wsNQ,Tengalos,4568,1616715947000,165
328,4R0A1m1yN4jwFMhTEbZp1Mk0zdsbTWYilt41KqpM0kCO,yrkQcB91hsWjhlUm0m9UGuNFEdEVnoX7DDcGwpT4RGw,4U86eN65C2JdI5gwAcUGzrs9Y-IYm98ohiVHtTg9HnklyIXLMUSN7tRoY1H-lOFQ9M8IeNsXz5xXUA,April 27th,3790,1616705536000,276
